"Area","FundId","StarRatingFromEst","Name","NameEng","NameWarning","CPId","CPName","CPNameEng","AgentCPId","AgentCPName","AgentCPNameEng","RctName","Count","CurrencyCode","InceptionYmdOn","CategoryId","CategoryName","BroadAssetClassId","BroadAssetClassName","InvestmentStrategy","Custodian","CustodianFee","CustodianFeeUnitNameEng","ManagementFee","ManagementFeeUnitNameEng","MinInvestment","MinInvestmentUnit","DistnbutionStatus","FrontLoadFee","FrontLoadFeeUnitNameEng","SizeTransDate","FundSize","PriceTransDate","Price","PerformanceTransDate","UpDown","UpDownRate","Rr1w","Rr1M","Rr3M","Rr6M","RrThisYear","Rr1Y","Rr2Y","Rr3Y","Rr5Y","Rr10Y","RrFromEst","RatingTransDate","Alpha1Y","Beta1Y","Sharpe1Y","StdDev1Y","Alpha3Y","Beta3Y","Sharpe3Y","StdDev3Y","AriMean3Y","Alpha5Y","Beta5Y","Sharpe5Y","StdDev5Y","Alpha10Y","Beta10Y","Sharpe10Y","StdDev10Y","RiskRatingFromEst","ProviderId","EcAllot","RspAllot","EcRedem","EcSwitch","StopTradeType"
"B","042091","null","貝萊德世界黃金基金 Hedged A2 港幣","BGF World Gold A2 HKD H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","44","HKD","20120613","187","其他行業股票","null","股票基金","世界黃金基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於全球各地主要從事金礦業務的公司的股本證券.基金亦可投資於主要從事其他貴金屬或礦物及基本金屬或採礦業務的公司之股本證券.基金不會實際持有黃金或其他金屬.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","20160930","41314319840.01","20161108","6.46","20161031","-0.01","-0.15","-2.26586","-9.88858","-18.30808","-1.07034","65.05102","53.31754","36.49789","5.54648","null","null","-35.3","null","-5.12","0.86","1.09","48.81","-0.42","0.8","0.22","37.38","0.694","null","null","null","null","null","null","null","null","5","94","Y","Y","Y","Y","null"
"B","042097","null","貝萊德世界黃金基金Hedged A2 澳幣","BGF World Gold A2 AUD H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","50","AUD","20140226","187","其他行業股票","null","股票基金","世界黃金基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於全球各地主要從事金礦業務的公司的股本證券.基金亦可投資於主要從事其他貴金屬或礦物及基本金屬或採礦業務的公司之股本證券.基金不會實際持有黃金或其他金屬.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","20160930","6960836595.13","20161108","10.3","20161031","-0.02","-0.19","-2.27704","-9.88626","-18.18904","-1.341","64.27432","52.1418","36.24338","null","null","null","3.00001","null","-0.49","0.92","1.14","53.92","null","null","null","null","null","null","null","null","null","null","null","null","null","5","94","Y","Y","Y","Y","null"
"B","042035","3","貝萊德世界債券基金 A2 美元","BGF World Bond A2 USD","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","40","USD","19850904","679","環球債券-美元對沖","null","債券基金","世界債券基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於投資級定息可轉讓證券.貨幣風險將靈活管理.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","0.85","Percentage","5000","Monetary","不分配","1.5","Percentage","20160930","1618512480","20161108","74.42","20161031","-0.01","-0.01","-0.49452","-1.12882","-0.8259","1.61048","4.57929","4.09676","5.67778","11.41875","20.93891","48.60274","644.499634","201609","-0.26","0.84","1.55","2.43","-0.11","0.86","1.5","2.34","0.303","0","0.95","1.43","2.62","-0.39","0.97","1.08","2.96","2","94","Y","Y","Y","Y","null"
"B","042056","3","貝萊德世界債券基金 A3 美元","BGF World Bond A3 USD","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","52","USD","20040402","679","環球債券-美元對沖","null","債券基金","世界債券基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於投資級定息可轉讓證券.貨幣風險將靈活管理.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","0.85","Percentage","5000","Monetary","分配","1.5","Percentage","20160930","1618512480","20161108","56.22","20161031","0","0","-0.49205","-1.13866","-0.8263","1.62018","4.57592","4.0983","5.69824","11.4273","20.94747","48.61888","54.37","201609","-0.24","0.84","1.56","2.42","-0.1","0.86","1.51","2.34","0.303","0.01","0.95","1.43","2.61","-0.38","0.97","1.08","2.96","2","94","Y","Y","Y","Y","null"
"B","042098","3","貝萊德世界債券基金 Hedged A2 歐元","BGF World Bond A2 EUR H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","11","EUR","20071217","257","環球債券 - 歐元對沖","null","債券基金","世界債券基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於投資級定息可轉讓證券.貨幣風險將靈活管理.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","0.85","Percentage","5000","Monetary","不分配","1.5","Percentage","20160930","1440217145.04","20161108","191.63","20161031","-0.02","-0.01","-0.52907","-1.27162","-1.22077","0.90502","3.48047","2.81471","3.98548","9.50151","18.02684","null","41.63221","201610","3.04","0.01","1.26","2.46","1.84","0.1","1.32","2.36","0.255","2.41","0.09","1.24","2.62","null","null","null","null","2","94","Y","Y","Y","Y","null"
"B","042099","3","貝萊德世界農業基金 A2 美元","BGF World Agriculture A2 USD","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","39","USD","20100209","766","行業股票 - 農產品","null","股票基金","世界農業基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於農業公司的股本證券.農業公司指從事農耕,農藥,設備及基建,農產品及食品,生物燃料,作物科技,農田與林業的公司.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","20160930","101395095","20161108","11.61","20161031","0.08","0.69","-0.51813","-1.03093","-0.77519","-1.03093","0.61135","-0.43215","-12.26201","-7.84001","-0.60399","null","15.19998","201610","-6.83","1.15","0.01","13.16","-2.35","0.97","-0.15","13.06","-0.156","-1.74","0.99","0.05","13.65","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042089","null","貝萊德世界農業基金 Hedged A2 歐元","BGF World Agriculture A2 EUR H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","12","EUR","20100209","187","其他行業股票","null","股票基金","世界農業基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於農業公司的股本證券.農業公司指從事農耕,農藥,設備及基建,農產品及食品,生物燃料,作物科技,農田與林業的公司.","紐約梅隆銀行(國際)有限公司","0.0441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","20160930","90225411.32","20161108","10.87","20161031","0.07","0.65","-0.553","-1.09991","-1.19048","-1.81984","-0.27726","-1.46119","-13.68","-9.47988","-3.74665","null","7.90003","null","-9.62","1.43","-0.05","18.34","-9.54","1.14","-0.53","17.16","-0.75","-7.03","1.28","-0.2","18.98","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042085","2","貝萊德世界礦業基金 A2 美元","BGF World Mining A2","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","327","USD","19970324","439","天然資源股票","null","股票基金","世界礦業基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於全球各地主要從事生產基本金屬及工業用礦物(例如鐵礦及煤)的礦業及金屬公司之股本證券.基金亦可持有從事黃金或其他貴金屬或礦業的公司之股本證券.基金不會實際持有黃金或其他金屬.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","20160930","4995037982","20161108","31.06","20161031","0.22","0.71","0.46007","-1.67256","-2.55021","5.96187","48.83155","27.05736","-19.06275","-35.43823","-56.02071","-42.60232","206.466049","201610","-4.73","1.02","0.78","39.36","-2.66","1.05","-0.31","31.48","-0.813","-2","1.09","-0.41","29.45","-2.73","1.03","0","34.28","4","94","Y","Y","Y","Y","null"
"B","042168","2","貝萊德世界礦業基金 A2 歐元","BGF World Mining A2","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","18","EUR","19970324","439","天然資源股票","null","股票基金","世界礦業基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於全球各地主要從事生產基本金屬及工業用礦物(例如鐵礦及煤)的礦業及金屬公司之股本證券.基金亦可持有從事黃金或其他貴金屬或礦業的公司之股本證券.基金不會實際持有黃金或其他金屬.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","null","null","20161108","28.11","20161031","0.2","0.72","-0.03578","0.7573","-0.5694","10.82904","48.06571","28.34175","-7.48344","-19.64336","-43.79402","-33.41278","null","201610","-4.73","1.02","0.78","39.36","-2.66","1.05","-0.31","31.48","-0.813","-2","1.09","-0.41","29.45","-2.73","1.03","0","34.28","4","94","Y","Y","Y","Y","null"
"B","042093","null","貝萊德世界礦業基金 Hedged A2 港幣","BGF World Mining A2 HKD H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","9","HKD","20120613","187","其他行業股票","null","股票基金","世界礦業基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於全球各地主要從事生產基本金屬及工業用礦物(例如鐵礦及煤)的礦業及金屬公司之股本證券.基金亦可持有從事黃金或其他貴金屬或礦業的公司之股本證券.基金不會實際持有黃金或其他金屬.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","20160930","38741264836.49","20161108","5.6","20161031","0.04","0.72","0.54745","-1.60714","-2.65018","5.75816","48.51752","26.37615","-19.44444","-35.93023","null","null","-44.9","null","-4.95","1.04","0.76","39.65","-2.83","1.05","-0.32","31.59","-0.832","null","null","null","null","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042092","null","貝萊德世界礦業基金 Hedged A2 澳幣","BGF World Mining A2 AUD H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","16","AUD","20140226","187","其他行業股票","null","股票基金","世界礦業基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於全球各地主要從事生產基本金屬及工業用礦物(例如鐵礦及煤)的礦業及金屬公司之股本證券.基金亦可持有從事黃金或其他貴金屬或礦業的公司之股本證券.基金不會實際持有黃金或其他金屬.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.75","Percentage","5000","Monetary","不分配","3","Percentage","20160930","6527315832.86","20161108","6.69","20161031","0.05","0.75","0.45802","-1.64425","-2.51852","5.28","46.54788","25.09506","-20.24242","null","null","null","-34.2","null","-13.77","1.28","0.83","46.2","null","null","null","null","null","null","null","null","null","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042083","3","貝萊德全球股票入息基金 A2 美元","BGF Global Enhanced Equity Yld A2 USD","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","11","USD","20061013","908","環球股票收益","null","股票基金","環球股票收益進昇基金以盡量爭取高收入為目標.基金將不少於70%的總資產投資於環球股本證券,不受既定的國家或地區限制.基金投資目標的基本法則是運用衍生工具以賺取額外收入.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","不分配","3","Percentage","20161031","765944082","20161108","11.61","20161031","0.02","0.17","-0.84962","-1.60202","-2.26131","0.25773","3.18302","0.7772","-0.76531","5.04049","23.88533","14.86216","16.70004","201610","-8.76","1.13","0.1","9.47","-6.36","1.01","0.21","9.38","0.172","-8.6","1.23","0.47","10.06","null","null","0.12","15.26","4","94","Y","Y","Y","Y","null"
"B","042059","null","貝萊德全球股票入息基金 A6 美元 (穩定配息)","BGF Global Enhanced Equity Yld A6 USD","本基金配息可能涉及本金","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","32","USD","20141008","908","環球股票收益","null","股票基金","環球股票收益進昇基金以盡量爭取高收入為目標.基金將不少於70%的總資產投資於環球股本證券,不受既定的國家或地區限制.基金投資目標的基本法則是運用衍生工具以賺取額外收入.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","null","null","分配","3","Percentage","20161031","765944082","20161108","8.63","20161031","0.02","0.23","-0.82955","-1.61218","-2.22187","0.34097","3.1303","0.81398","-0.84559","null","null","null","1.62336","null","-8.8","1.13","0.1","9.47","null","null","null","null","null","null","null","null","null","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042046","null","貝萊德全球股票入息基金 A8 多幣別穩定月配息股份-紐西蘭幣避險","BGF Global Enhanced Equity Yld A8 NZD H","本基金配息可能涉及本金","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","18","NZD","20141008","829","環球股票 - 貨幣對沖","null","股票基金","環球股票收益進昇基金以盡量爭取高收入為目標.基金將不少於70%的總資產投資於環球股本證券,不受既定的國家或地區限制.基金投資目標的基本法則是運用衍生工具以賺取額外收入.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","null","null","分配","3","Percentage","20161031","1070651956.7","20161108","8.56","20161031","0.02","0.23","-0.85911","-1.64773","-2.00911","0.8785","4.28331","2.24031","3.1382","null","null","null","5.85589","null","-15.66","2.27","0.47","19.8","null","null","null","null","null","null","null","null","null","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042135","null","貝萊德全球股票入息基金 A8 多幣別穩定月配息股份-澳幣避險","BGF Global Enhanced Equity Yld A8 AUD H","本基金配息可能涉及本金","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","9","AUD","20141008","829","環球股票 - 貨幣對沖","null","股票基金","環球股票收益進昇基金以盡量爭取高收入為目標.基金將不少於70%的總資產投資於環球股本證券,不受既定的國家或地區限制.基金投資目標的基本法則是運用衍生工具以賺取額外收入.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","null","null","分配","3","Percentage","20161031","1006565415.28","20161108","8.55","20161031","0.01","0.12","-0.85911","-1.64773","-2.08591","0.70464","3.74256","1.64152","1.69127","null","null","null","4.21321","null","-16.26","1.49","0.49","19.46","null","null","null","null","null","null","null","null","null","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042118","null","貝萊德全球股票入息基金 Hedged A2 歐元","BGF Global Enhanced Equity Yld A2 EUR H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","8","EUR","20061220","829","環球股票 - 貨幣對沖","null","股票基金","環球股票收益進昇基金以盡量爭取高收入為目標.基金將不少於70%的總資產投資於環球股本證券,不受既定的國家或地區限制.基金投資目標的基本法則是運用衍生工具以賺取額外收入.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","不分配","3","Percentage","20160930","685340677.31","20161108","7.76","20161031","0.02","0.26","-0.88945","-1.76322","-2.62172","-0.38314","2.3622","-0.25575","-2.01006","3.44827","20.37037","null","-2.37798","null","-13.09","1.12","-0.01","16.45","-15.02","1.18","-0.35","14.54","-0.418","-16.76","1.66","0","15.9","null","null","null","null","4","94","Y","Y","Y","Y","null"
"B","042069","null","貝萊德全球股票收益基金  Hedged A2 歐元","BGF Global Equity Income A2 EUR H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","10","EUR","20110617","829","環球股票 - 貨幣對沖","null","股票基金","貝萊德環球股票入息基金以在不損害長期資本增長的情況下爭取股票投資獲取高於平均的收益為目標.基金將不少於70%的總資產投資於在全球各地發達市場註冊或從事大部份經濟活動的公司的股本證券.此基金派付的入息並未扣除開支.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","不分配","3","Percentage","20160930","2043525490.91","20161108","12.96","20161031","0.04","0.31","-1.21581","-3.7037","-4.97076","-0.45942","1.16732","-1.14068","0.6192","4.50162","30.5221","null","30","null","-3.72","1.1","-0.08","15.18","-8.76","1.13","-0.3","15.67","-0.375","-8.21","1.19","0.1","16.03","null","null","null","null","3","94","Y","Y","Y","Y","null"
"B","042057","3","貝萊德全球股票收益基金 A2 美元","BGF Global Equity Income A2","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","32","USD","20101112","908","環球股票收益","null","股票基金","貝萊德環球股票入息基金以在不損害長期資本增長的情況下爭取股票投資獲取高於平均的收益為目標.基金將不少於70%的總資產投資於在全球各地發達市場註冊或從事大部份經濟活動的公司的股本證券.此基金派付的入息並未扣除開支.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","不分配","3","Percentage","20160930","2296508913","20161108","14.43","20161031","0.05","0.35","-1.09364","-3.53333","-4.55145","0.2772","2.18927","0","2.18927","6.39705","34.47958","null","44.70001","201610","-1.57","0.7","0.01","8.85","-0.69","0.88","0.23","10.68","0.218","-0.24","0.79","0.62","10.27","null","null","null","null","3","94","Y","Y","Y","Y","null"
"B","042061","3","貝萊德全球股票收益基金 A6 美元 (穩定配息)","BGF Global Equity Income A6 USD","本基金配息可能涉及本金","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","46","USD","20120201","908","環球股票收益","null","股票基金","貝萊德環球股票入息基金以在不損害長期資本增長的情況下爭取股票投資獲取高於平均的收益為目標.基金將不少於70%的總資產投資於在全球各地發達市場註冊或從事大部份經濟活動的公司的股本證券.此基金派付的入息並未扣除開支.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","分配","3","Percentage","20160930","2296508913","20161108","12.34","20161031","0.04","0.33","-1.0757","-3.53535","-4.49731","0.28004","2.16001","0.00122","2.15103","6.36538","null","null","33.27168","201610","-1.56","0.7","0.01","8.8","-0.7","0.87","0.23","10.66","0.217","null","null","null","null","null","null","null","null","3","94","Y","Y","Y","Y","null"
"B","042058","null","貝萊德全球股票收益基金A8多幣別穩定月配息股份-南非幣避險","BGF Global Equity Income A8 ZAR H","本基金配息可能涉及本金","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","18","ZAR","20140219","829","環球股票 - 貨幣對沖","null","股票基金","貝萊德環球股票入息基金以在不損害長期資本增長的情況下爭取股票投資獲取高於平均的收益為目標.基金將不少於70%的總資產投資於在全球各地發達市場註冊或從事大部份經濟活動的公司的股本證券.此基金派付的入息並未扣除開支.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","分配","3","Percentage","20160930","31579868189.66","20161108","99.42","20161031","0.34","0.34","-0.9303","-3.03919","-3.09065","3.35422","6.93355","5.60544","13.09002","null","null","null","21.86957","null","6.72","1.64","0.41","25.75","null","null","null","null","null","null","null","null","null","null","null","null","null","3","94","Y","Y","Y","Y","null"
"B","042060","null","貝萊德全球股票收益基金A8多幣別穩定月配息股份-澳幣避險","BGF Global Equity Income A8 AUD H","本基金配息可能涉及本金","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","7","AUD","20130717","829","環球股票 - 貨幣對沖","null","股票基金","貝萊德環球股票入息基金以在不損害長期資本增長的情況下爭取股票投資獲取高於平均的收益為目標.基金將不少於70%的總資產投資於在全球各地發達市場註冊或從事大部份經濟活動的公司的股本證券.此基金派付的入息並未扣除開支.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","分配","3","Percentage","20160930","3000985986.92","20161108","9.95","20161031","0.03","0.3","-1.11166","-3.49566","-4.45948","0.69148","2.77354","0.902","4.66094","11.32102","null","null","17.13125","null","5.29","1.36","0.48","17.74","-7.38","1.4","-0.12","18.09","-0.178","null","null","null","null","null","null","null","null","3","94","Y","Y","Y","Y","null"
"B","042065","3","貝萊德全球通膨連結債券基金  Hedged A2 歐元","BGF Global Inflation Linked Bd A2 EUR H","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","44","EUR","20090723","930","環球通脹掛鉤債券 – 歐元對沖","null","債券基金","以盡量提高實際回報為目標.基金將不少於70%的總資產投資於全球各地發行的通脹掛鈎定息可轉讓證券.基金只可投資於在購入時屬投資級的定息可轉讓證券.貨幣風險將靈活管理.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","0.75","Percentage","5000","Monetary","不分配","1.5","Percentage","20160930","235460783.05","20161108","13.86","20161031","-0.01","-0.07","-0.85714","-1.76929","1.90896","7.18147","9.46372","7.93157","8.69226","13.02932","17.62713","null","38.80001","201610","4.52","0.31","1.33","6.1","-0.1","0.33","0.8","5.32","0.352","0.51","0.29","0.64","5.06","null","null","null","null","2","94","Y","Y","Y","Y","null"
"B","042140","3","貝萊德全球通膨連結債券基金 A2 美元","BGF Global Inflation Linked Bd A2","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","34","USD","20090619","932","環球通脹掛鉤債券 – 美元對沖","null","債券基金","以盡量提高實際回報為目標.基金將不少於70%的總資產投資於全球各地發行的通脹掛鈎定息可轉讓證券.基金只可投資於在購入時屬投資級的定息可轉讓證券.貨幣風險將靈活管理.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","0.75","Percentage","5000","Monetary","不分配","1.5","Percentage","20160930","264610248","20161108","14.39","20161031","-0.01","-0.07","-0.82645","-1.63934","2.27273","7.86517","10.59908","9.25645","10.34484","14.83255","20.40134","null","44","201610","-1.58","1.06","1.46","6.02","-0.91","1.02","0.88","5.28","0.396","-0.37","0.96","0.74","5.06","null","null","null","null","2","94","Y","Y","Y","Y","null"
"B","042066","2","貝萊德全球通膨連結債券基金 A3 美元","BGF Global Inflation Linked Bd A3 USD","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","16","USD","20090723","932","環球通脹掛鉤債券 – 美元對沖","null","債券基金","以盡量提高實際回報為目標.基金將不少於70%的總資產投資於全球各地發行的通脹掛鈎定息可轉讓證券.基金只可投資於在購入時屬投資級的定息可轉讓證券.貨幣風險將靈活管理.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","0.75","Percentage","5000","Monetary","分配","1.5","Percentage","20160930","264610248","20161108","13.97","20161031","-0.01","-0.07","-0.85106","-1.61858","2.26774","7.87037","10.60127","9.23164","10.39117","14.87039","20.36874","null","42.48663","201610","-1.67","1.07","1.44","6.05","-0.94","1.03","0.87","5.32","0.397","-0.39","0.96","0.74","5.08","null","null","null","null","2","94","Y","Y","Y","Y","null"
"B","042153","3","貝萊德印度基金 A2 美元","BGF India A2","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","60","USD","20050202","168","印度股票","null","股票基金","印度基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於在印度註冊或從事大部份經濟活動的公司的股本證券.(基金可透過附屬公司進行投資.)","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","不分配","3","Percentage","20160930","494912389","20161108","31.11","20161031","0.2","0.65","-1.64699","0.69997","3.29634","14.67391","12.99536","11.83746","11.79795","57.07195","42.6318","71.73095","216.500061","201609","7.3","1.05","0.62","20.58","8.07","1.01","0.94","17.52","1.385","3.84","0.97","0.42","22.67","1.14","0.91","0.3","28.31","5","94","Y","Y","Y","Y","null"
"B","042152","3","貝萊德印度基金 A2 歐元","BGF India A2","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","19","EUR","20050202","168","印度股票","null","股票基金","印度基金以盡量提高總回報為目標.基金將不少於70%的總資產投資於在印度註冊或從事大部份經濟活動的公司的股本證券.(基金可透過附屬公司進行投資.)","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","不分配","3","Percentage","null","null","20161108","28.16","20161031","0.18","0.64","-2.16509","3.17517","5.35519","19.9005","12.35431","12.96875","27.79495","95.40542","82.23059","99.17364","null","201609","7.3","1.05","0.62","20.58","8.07","1.01","0.94","17.52","1.385","3.84","0.97","0.42","22.67","1.14","0.91","0.3","28.31","5","94","Y","Y","Y","Y","null"
"B","042117","3","貝萊德多元資產基金A2 歐元","BGF Flexible Multi-Asset A2 EUR","","33","貝萊德(盧森堡)公司","BlackRock (Luxembourg) SA","101","貝萊德證券投資信託股份有限公司","BlackRock Investment Mngt (Taiwan) Ltd","盧森堡","14","EUR","19990104","209","歐元平衡型債券 - Global","null","股票債券混和基金","靈活多元資產基金透過資產分配政策以盡量提高總回報.基金投資於全球各地的全線認可投資,包括股票,定息可轉讓證券(可能會包括若干高收益的定息可轉讓證券),集體投資計劃的單位,現金,存款及貨幣市場工具.基金採取靈活的資產分配策略(包括透過認可投資,主要為商品指數及交易所買賣基金等衍生工具,間接投資於商品).基金可投資於以計價貨幣(歐元)以外的貨幣為單位的證券而不受限制.基金的貨幣風險將靈活管理.","紐約梅隆銀行(國際)有限公司","0.441","Percentage","1.5","Percentage","5000","Monetary","不分配","3","Percentage","20160930","323147568","20161108","13.37","20161031","0.03","0.22","-1.38889","-0.4428","-1.31675","1.65787","-2.59928","-3.91738","0.97306","10.03264","29.71151","27.26421","34.89992","201609","-7.96469","1.33873","-0.49","7.12","-5.80003","1.17104","0.48","7.38","0.288","-5.41793","1.21816","0.77","6.99","-3.32136","1.16577","0.18","8.35","4","94","Y","Y","Y","Y","null"
