tejId,currentStatus,fundTongYiNumber,isinCode,fundChineseName,fundEnglishName,issueCompanyName,custodianInstitutionName,guaranteeAgencyName,generalAgentAbbreviation,issueInstitution,foundDate,enterDate,ipoDate,clearDate,clearDescription,fundScale,marketType,regionType,type,category,investTarget,revocationDate,couponMode,tejCategory,associationCategory,riskReturnLevel,registerPlace,otherCurrencyType,saleInsitution,fundLinkProduct,isMajorFund,majorFundId,isUmbrellaFund,umbrellaMember1,umbrellaMember2,totalIssueAmount,foundAsset,currencyType,txUnit,managementFeeUpperBoundPercent,managementFeeLowerBoundPercent,custodianFeeUpperBoundPercent,custodianFeeLowerBoundPercent,salesChargeUpperBoundPercent,salesChargeLowerBoundPercent,redemptionFee,beneficiacryMeetingFeeTenThousand,firstRedemptionDate,turnOpenDate,currentManagerA,exFund1OfManagerA,exFund2OfManagerA,currentManagerB,exFund1OfManagerB,exFund2OfManagerB,investTarget1,investTarget2,investTarget3,investTarget4,investTarget5,investTarget6,investTarget7,investTarget8,investTarget9,investTarget10,investTarget11,investTarget12,investTarget13,investTarget14,investTarget15,investTarget16,investTarget17,investTarget18,originalFundName,originalFoundDate,changeName1,changeNameDate1,changeName2,changeNameDate2,changeName3,changeNameDate3,changeName4,changeNameDate4,changeCodeDescription1,changeCodeDescription2,changeCodeDescription3
T4508F 富蘭積極回報債BC,Current,25687674F,TW000T4508F4,富蘭克林華美新興趨勢傘型證券投資信託基金之積極回報債券組合證券投資信託基金－人民幣計價分配型,Franklin Templeton SinoAm Aggressive Return Bond Fund of Funds of Emerging Trends Umbrella Dist-CNY,富蘭克林華美證券投資信託,玉山銀,,,,2015/11/06,2015/11/06,,,,,,,開放,"國內募集,投資國內外",基金,,,債券組合--高收益,債券組合--高收益,RR3,,,,,N,T4508A,Y,FT08   富蘭積極回報債 A,FT0801 富蘭積極回報債 B,-,0,RMB,"1,000",1,0,0.12,0,2,1.1,50,100,,,林大鈞(1969生)(2010/06/29到任),富蘭克林華美富蘭克林全球債券組合 A USD(2005/06/29~2016/02/29),富蘭克林華美富蘭克林全球債券組合 B USD(2005/06/29~2016/02/29),,,,該基金之各子基金投資於國內、外之證券投資信託基金、受益憑證（含指數股票,型基金 ETF）、基金股份或投資單位。新興市場股票組合基金主要投資於MSCI新,興市場指數（MSCI Emerging Markets Index） 之成分國家或包含數個成分國家,之股票型基金或指數股票型基金 （ETF）；積極回報債券組合基金主要投資於新,興市場債券基金、高收益債券基金及多重幣別基金；天然資源組合基金主要投資,於農業、原物料及能源類別基金。,該基金自成立日起屆滿3 個月後，各子基金投資於前開主要投資標的總金額不得,低於各子基金淨資產價值之60％。,積極回報債券組合基金受益憑證又分為累積型及分配型。,,,,,,,,,,富蘭華美積極回報債組合BC,2015/11/06,,,,,,,,,FT0805 於20160131換碼為T4508F 。,,
T4509A 富蘭克林中消費 C,Current,26287795B,TW000T4509A3,富蘭克林華美中國消費證券投資信託基金－人民幣計價,Franklin Templeton SinoAm China Consumption Fund-CNY,富蘭克林華美證券投資信託,臺銀,,,,2015/08/03,2015/08/03,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國--大中華區,跨國--大中華區,RR5,,,,,N,T4509Y,N,,,-,0,RMB,"1,000",2,0,0.26,0,2,1.1,50,100,,,游金智(2011/03/23到任),富蘭克林華美新世界股票(2010/07/21~2010/08/10),富蘭克林華美中華(2009/03/24~2015/04/09),,,,本基金投資於國內及國外之有價證券。主要投資於中國消費相關產業之有價證券,。前述中國消費相關產業係指中國消費需求直接或間接提供產品或服務者，其涵,蓋： (1)必需性的消費產業(Consumer Staples)； (2)非必需性的消費產業(Con,sumer Discretionary)； (3)其他相關消費產業。,自成立日起屆滿 6個月後，投資於國內外之上市及上櫃公司股票、承銷股票、存,託憑證之總額不低於基金淨資產價值之70% (含)，投資於外國有價證券之總額不,低於基金淨資產價值之60% (含)，且投資於中國消費相關產業之有價證券之總金,額不得低於基金淨資產價值之60%(含)。,,,,,,,,,,,富蘭克林華美中國消費 CNY,2015/08/03,,,,,,,,,FT1001 於20160131換碼為T4509A 。,,
T4509B 富蘭克林中消費 $,Current,26287795C,TW000T4509B1,富蘭克林華美中國消費證券投資信託基金－美元計價,Franklin Templeton SinoAm China Consumption Fund-USD,富蘭克林華美證券投資信託,臺銀,,,,2015/10/02,2015/10/02,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國--大中華區,跨國--大中華區,RR5,,,,,N,T4509Y,N,,,-,0,USD,"1,000",2,0,0.26,0,2,1.1,50,100,,,游金智(2011/03/23到任),富蘭克林華美新世界股票(2010/07/21~2010/08/10),富蘭克林華美中華(2009/03/24~2015/04/09),,,,本基金投資於國內及國外之有價證券。主要投資於中國消費相關產業之有價證券,。前述中國消費相關產業係指中國消費需求直接或間接提供產品或服務者，其涵,蓋： (1)必需性的消費產業(Consumer Staples)； (2)非必需性的消費產業(Con,sumer Discretionary)； (3)其他相關消費產業。,自成立日起屆滿 6個月後，投資於國內外之上市及上櫃公司股票、承銷股票、存,託憑證之總額不低於基金淨資產價值之70% (含)，投資於外國有價證券之總額不,低於基金淨資產價值之60% (含)，且投資於中國消費相關產業之有價證券之總金,額不得低於基金淨資產價值之60%(含)。,,,,,,,,,,,富蘭克林華美中國消費 USD,2015/10/02,,,,,,,,,FT1002 於20160131換碼為T4509B 。,,
T4509Y 富蘭克林中國消費,Current,26287795A,TW000T4509Y3,富蘭克林華美中國消費證券投資信託基金,Franklin Templeton SinoAm China Consumption Fund,富蘭克林華美證券投資信託,臺銀,,,,2011/03/23,2011/03/23,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國--大中華區,跨國--大中華區,RR5,,,,,Y,T4509Y,N,,,-,"4,396,183",NTD,"1,000",2,0,0.26,0,2,1.1,50,100,,,游金智(2011/03/23到任),富蘭克林華美新世界股票(2010/07/21~2010/08/10),富蘭克林華美中華(2009/03/24~2015/04/09),,,,本基金投資於國內及國外之有價證券。主要投資於中國消費相關產業之有價證券,。前述中國消費相關產業係指中國消費需求直接或間接提供產品或服務者，其涵,蓋： (1)必需性的消費產業(Consumer Staples)； (2)非必需性的消費產業(Con,sumer Discretionary)； (3)其他相關消費產業。,自成立日起屆滿 6個月後，投資於國內外之上市及上櫃公司股票、承銷股票、存,託憑證之總額不低於基金淨資產價值之70% (含)，投資於外國有價證券之總額不,低於基金淨資產價值之60% (含)，且投資於中國消費相關產業之有價證券之總金,額不得低於基金淨資產價值之60%(含)。,,,,,,,,,,,富蘭克林華美中國消費基金,2011/03/23,,,,,,,,,FT10   於20160131換碼為T4509Y 。,,
T4510Y 富蘭克林高科技,Current,26310297,TW000T4510Y1,富蘭克林華美台傘型證券投資信託基金之高科技證券投資信託基金,Franklin Templeton SinoAm High–tech Fund,富蘭克林華美證券投資信託,合庫,,,,2011/05/16,2011/05/16,,,,,,,開放,"國內募集,投資國內",科技股,,,開放式科技類,開放式科技類,RR5,,,,,Y,T4510Y,Y,FT12 富蘭克林傳產,,-,"3,095,212",NTD,"1,000",1.6,0,0.15,0,2,1.1,50,100,,,郭修伸(2011/05/16到任),富蘭克林華美新世界股票(2008/04/28~2011/05/15),,,,,自成立日起 3個月後，投資於上市及上櫃股票、承銷股票及台灣存託憑證之總額,均不低於該基金淨資產價值之 70%(含)。此外，高科技證券投資信託基金投資於,從事或轉投資於重要科技事業之上市或上櫃公司股票之總額並不得低於本基金淨,資產價值之 60%(含)，所稱重要科技事業係指通訊、資訊、半導體、關鍵性零組,件、生物工程、消費性電子、精密機械與自動化、航太、高級材料、污染防治、,資源開發、高級感測及其他經中央目的事業主管機關會同財政部報請行政院核定,適用之重要科技事業。,,,,,,,,,,,,富蘭克林華美高科技基金,2011/05/16,,,,,,,,,FT11   於20160131換碼為T4510Y 。,,
T4511Y 富蘭克林華美傳產,Current,26310310,TW000T4511Y9,富蘭克林華美台傘型證券投資信託基金之傳產證券投資信託基金,Franklin Templeton SinoAm Conventional Industry Fund,富蘭克林華美證券投資信託,華銀,,,,2011/05/16,2011/05/16,,,,,,,開放,"國內募集,投資國內",股票,,,開放式一般型,開放式一般型,RR5,,,,,Y,T4511Y,Y,FT11 富蘭克林高科技,,-,"2,686,971",NTD,"1,000",1.6,0,0.15,0,2,0.6,50,100,,,楊金峰(1975生)(2011/05/16到任),富蘭克林華美第一富證券投資信託基金(2008/11/11~2012/08/12),玉山金保本證券投資信託基金(2005/08/02~2006/02/21),,,,上述兩檔子基金自成立日起 3個月後，投資於上市及上櫃股票、承銷股票及台灣,存託憑證之總額均不低於該基金淨資產價值之 70%(含)。此外，傳產證券投資信,託基金投資於傳統產業之上市或上櫃公司股票之總額並不得低於本基金淨資產價,值之 60%(含)，所稱傳統產業係指水泥、食品、塑膠、紡織、電機機械、電器電,纜、化學工業、玻璃陶瓷、造紙、鋼鐵、橡膠、汽車、建材營建、航運、觀光、,金融保險、貿易百貨、油電燃氣、其他等產業。,,,,,,,,,,,,,富蘭克林華美傳產基金,2011/05/16,,,,,,,,,FT12   於20160131換碼為T4511Y 。,,
T4512A 富蘭全高收債A,Current,31836244A,TW000T4512A7,富蘭克林華美全球高收益債券證券投資信託基金－累積型,Franklin Templeton SinoAm Global High Yield Bond Fund-Accu.,富蘭克林華美證券投資信託,兆豐商銀,,,,2012/06/28,2012/06/28,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,Y,T4512A,N,,,-,"2,983,512",NTD,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債A,2012/06/28,,,,,,,,,FT13   於20160131換碼為T4512A 。,,
T4512B 富蘭全高收債B,Current,31836244B,TW000T4512B5,富蘭克林華美全球高收益債券證券投資信託基金－分配型,Franklin Templeton SinoAm Global High Yield Bond Fund-Dist.,富蘭克林華美證券投資信託,兆豐商銀,,,,2012/06/28,2012/06/28,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,"2,937,899",NTD,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債B,2012/06/28,,,,,,,,,FT14   於20160131換碼為T4512B 。,,
T4512C 富蘭全高收債AUSD,Current,31836244C,TW000T4512C3,富蘭克林華美全球高收益債券證券投資信託基金－累積型（美元）,Franklin Templeton SinoAm Global High Yield Bond Fund-Accu.-USD,富蘭克林華美證券投資信託,兆豐商銀,,,,2013/10/21,2013/10/21,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,100,USD,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債A-USD,2013/10/21,,,,,,,,,FT1301 於20160131換碼為T4512C 。,,
T4512D 富蘭全高收債BUSD,Current,31836244D,TW000T4512D1,富蘭克林華美全球高收益債券證券投資信託基金－分配型（美元）,Franklin Templeton SinoAm Global High Yield Bond Fund-Dist.-USD,富蘭克林華美證券投資信託,兆豐商銀,,,,2013/10/21,2013/10/21,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,300,USD,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債B-USD,2013/10/21,,,,,,,,,FT1401 於20160131換碼為T4512D 。,,
T4512E 富蘭全高收債AAUD,Current,31836244E,TW000T4512E9,富蘭克林華美全球高收益債券證券投資信託基金－累積型（澳幣）,Franklin Templeton SinoAm Global High Yield Bond Fund-Accu.-AUD,富蘭克林華美證券投資信託,兆豐商銀,,,,2013/10/21,2013/10/21,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,0,AUD,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債A-AUD,2013/10/21,,,,,,,,,FT1302 於20160131換碼為T4512E 。,,
T4512F 富蘭全高收債BAUD,Current,31836244F,TW000T4512F6,富蘭克林華美全球高收益債券證券投資信託基金－分配型（澳幣）,Franklin Templeton SinoAm Global High Yield Bond Fund-Dist.-AUD,富蘭克林華美證券投資信託,兆豐商銀,,,,2013/10/21,2013/10/21,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,0,AUD,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債B-AUD,2013/10/21,,,,,,,,,FT1402 於20160131換碼為T4512F 。,,
T4512G 富蘭全高收債ACNY,Current,31836244G,TW000T4512G4,富蘭克林華美全球高收益債券證券投資信託基金－累積型（人民幣）,Franklin Templeton SinoAm Global High Yield Bond Fund-Accu.-CNY,富蘭克林華美證券投資信託,兆豐商銀,,,,2014/10/01,2014/10/01,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,0,RMB,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債A-CNY,2014/10/01,,,,,,,,,FT1303 於20160131換碼為T4512G 。,,
T4512H 富蘭全高收債BCNY,Current,31836244H,TW000T4512H2,富蘭克林華美全球高收益債券證券投資信託基金－分配型（人民幣）,Franklin Templeton SinoAm Global High Yield Bond Fund-Dist.-CNY,富蘭克林華美證券投資信託,兆豐商銀,,,,2014/10/01,2014/10/01,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,0,RMB,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債BCNY,2014/10/01,,,,,,,,,FT1403 於20160131換碼為T4512H 。,,
T4512J 富蘭全高收債AZAR,Current,31836244I,TW000T4512J8,富蘭克林華美全球高收益債券證券投資信託基金－累積型（南非幣）,Franklin Templeton SinoAm Global High Yield Bond Fund-Accu.-ZAR,富蘭克林華美證券投資信託,兆豐商銀,,,,2015/10/02,2015/10/02,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,0,RAND,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債A-ZAR,2015/10/02,,,,,,,,,FT1304 於20160131換碼為T4512J 。,,
T4512K 富蘭全高收債BZAR,Current,31836244J,TW000T4512K6,富蘭克林華美全球高收益債券證券投資信託基金－分配型（南非幣）,Franklin Templeton SinoAm Global High Yield Bond Fund-Dist.-ZAR,富蘭克林華美證券投資信託,兆豐商銀,,,,2015/10/02,2015/10/02,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--全球,高收債--全球,RR3,,,,,N,T4512A,N,,,-,0,RAND,"1,000",1.8,0,0.25,0,1.5,0,50,100,,,謝佳伶(2012/06/28到任),柏瑞全球策略高收益債券基金 B類型(2011/05/16~2012/04/11),柏瑞全球策略高收益債券基金 A類型(2011/05/16~2012/04/11),,,,該基金投資於全球高收益債券總金額不得低於本基金淨資產價值之 60%（含）；,且投資於外國有價證券之總金額不得低於本基金淨資產價值之 60%（含），其餘,資產之運用以貨幣市場工具及投資於經評定其債務發行評等達BBB/Baa2級以上之,債券為限；且投資所在國或地區之國家評等等級經評定未達BBB/Baa2級者，投資,該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之30%。,,,,,,,,,,,,,,富蘭克林全球高收債B-ZAR,2015/10/02,,,,,,,,,FT1404 於20160131換碼為T4512K 。,,
T4513Y 富蘭貨幣市場基金,Current,31897044,TW000T4513Y5,富蘭克林華美貨幣市場證券投資信託基金,Franklin Templeton Sinoam Money Market Fund,富蘭克林華美證券投資信託,一銀,,,,2012/10/24,2012/10/24,,,,,,,開放,"國內募集,投資國內",貨幣,,,國內貨幣市場,國內貨幣市場,RR1,,,,,Y,T4513Y,N,,,-,"3,166,256",NTD,"1,000",0.05,0,0.05,0,1,0,50,100,,,王銘祥(2012/10/24到任),安聯四季豐收債券組合 B(2012/01/02~2012/03/31),安聯四季豐收債券組合 A(2012/01/02~2012/03/31),,,,本基金投資於中華民國境內之銀行存款、短期票券（國庫券、可轉讓銀行定期存,單、公司及公營事業機構發行之本票或匯票、其他經金管會核准之短期債務憑證,）、有價證券（公債、公司債、次順位公司債、金融債券、次順位金融債券、金,融資產證券化之受益證券或資產基礎證券及依不動產證券化條例募集之不動產資,產信託受益證券、經財政部或金管會核准於國內募集發行之國際金融組織債券）,、附買回交易（含短期票券及有價證券）及其他經金管會洽中央銀行核准之投資,，且應符合經金管會核准或認可之信用評等機構評等達一定等級以上者；原則上,，本基金運用於銀行存款、短期票券及附買回交易（含短期票券及有價證券）之,總金額需達本基金淨資產價值70％（含）以上。,,,,,,,,,,富蘭克林華美貨幣市場基金,2012/10/24,,,,,,,,,FT15   於20160131換碼為T4513Y 。,,
T4514A 富蘭全球投資債 A,Current,31920832A,TW000T4514A3,富蘭克林華美全球投資級債券證券投資信託基金－累積型,Franklin Templeton SinoAm Global Aggregate Bond Fund-Accu.,富蘭克林華美證券投資信託,臺銀,,,,2013/03/28,2013/03/28,,,,,,,開放,"國內募集,投資國內外",債券,,,投資債--全球,投資債--全球,RR2,,,,,Y,T4514A,N,,,-,"4,441,915",NTD,"1,000",1.5,0,0.26,0,3,0,50,100,,,林大鈞(1969生)(2013/03/28到任),富蘭克林華美富蘭克林全球債券組合 A USD(2005/06/29~2016/02/29),富蘭克林華美富蘭克林全球債券組合 B USD(2005/06/29~2016/02/29),,,,本基金自成立日起屆滿 3個月(含)後，整體資產投資組合之加權平均存續期間應,在1年以上(含)；自成立日起6個月後，投資於外國投資等級債券總金額，不得低,於本基金淨資產價值之60％ (含)。,,,,,,,,,,,,,,,,富蘭克林全球投資級債券 A,2013/03/28,,,,,,,,,FT16   於20160131換碼為T4514A 。,,
T4514B 富蘭全球投資債 B,Current,31920832B,TW000T4514B1,富蘭克林華美全球投資級債券證券投資信託基金－分配型,Franklin Templeton SinoAm Global Aggregate Bond Fund-Dist.,富蘭克林華美證券投資信託,臺銀,,,,2013/03/28,2013/03/28,,,,,,,開放,"國內募集,投資國內外",債券,,,投資債--全球,投資債--全球,RR2,,,,,N,T4514A,N,,,-,"2,108,980",NTD,"1,000",1.5,0,0.26,0,3,0,50,100,,,林大鈞(1969生)(2013/03/28到任),富蘭克林華美富蘭克林全球債券組合 A USD(2005/06/29~2016/02/29),富蘭克林華美富蘭克林全球債券組合 B USD(2005/06/29~2016/02/29),,,,本基金自成立日起屆滿 3個月(含)後，整體資產投資組合之加權平均存續期間應,在1年以上(含)；自成立日起6個月後，投資於外國投資等級債券總金額，不得低,於本基金淨資產價值之60％ (含)。,,,,,,,,,,,,,,,,富蘭克林全投債券 B,2013/03/28,,,,,,,,,FT17   於20160131換碼為T4514B 。,,
T4514C 富蘭全球投資債A$,Current,31920832C,TW000T4514C9,富蘭克林華美全球投資級債券證券投資信託基金－美元計價累積型,Franklin Templeton SinoAm Global Aggregate Bond Fund-Accu.-USD,富蘭克林華美證券投資信託,臺銀,,,,2015/11/06,2015/11/06,,,,,,,開放,"國內募集,投資國內外",債券,,,投資債--全球,投資債--全球,RR2,,,,,N,T4514A,N,,,-,0,USD,"1,000",1.5,0,0.26,0,3,0,50,100,,,林大鈞(1969生)(2013/03/28到任),富蘭克林華美富蘭克林全球債券組合 A USD(2005/06/29~2016/02/29),富蘭克林華美富蘭克林全球債券組合 B USD(2005/06/29~2016/02/29),,,,本基金自成立日起屆滿 3個月(含)後，整體資產投資組合之加權平均存續期間應,在1年以上(含)；自成立日起6個月後，投資於外國投資等級債券總金額，不得低,於本基金淨資產價值之60％ (含)。,,,,,,,,,,,,,,,,富蘭克林全球投資級債券A$,2015/11/06,,,,,,,,,FT1601 於20160131換碼為T4514C 。,,
T4514D 富蘭全球投資債B$,Current,31920832D,TW000T4514D7,富蘭克林華美全球投資級債券證券投資信託基金－美元計價分配型,Franklin Templeton SinoAm Global Aggregate Bond Fund-Dist.-USD,富蘭克林華美證券投資信託,臺銀,,,,2015/11/06,2015/11/06,,,,,,,開放,"國內募集,投資國內外",債券,,,投資債--全球,投資債--全球,RR2,,,,,N,T4514A,N,,,-,0,USD,"1,000",1.5,0,0.26,0,3,0,50,100,,,林大鈞(1969生)(2013/03/28到任),富蘭克林華美富蘭克林全球債券組合 A USD(2005/06/29~2016/02/29),富蘭克林華美富蘭克林全球債券組合 B USD(2005/06/29~2016/02/29),,,,本基金自成立日起屆滿 3個月(含)後，整體資產投資組合之加權平均存續期間應,在1年以上(含)；自成立日起6個月後，投資於外國投資等級債券總金額，不得低,於本基金淨資產價值之60％ (含)。,,,,,,,,,,,,,,,,富蘭克林全球投資級債券B$,2015/11/06,,,,,,,,,FT1701 於20160131換碼為T4514D 。,,
T4515A 富蘭克林中國A股C,Current,38547424B,TW000T4515A0,富蘭克林華美中國傘型證券投資信託基金之富蘭克林華美中國 A股證券投資信託基金－人民幣計價,Franklin Templeton SinoAm China A Shares Equity Fund-CNY,富蘭克林華美證券投資信託,一銀,,,,2015/08/03,2015/08/03,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國-中國A股,跨國-中國A股,RR5,,,,,N,T4515Y,Y,FT18   富蘭克林中國A 股,FT19   富蘭克林中國高收,-,0,RMB,"1,000",2,0,0.26,0,3,0,50,100,,,游金智(2014/07/02到任),富蘭克林華美新世界股票(2010/07/21~2010/08/10),富蘭克林華美中華(2009/03/24~2015/04/09),,,,本基金自成立日起六個月後，投資於國內外之股票( 含興櫃股票、承銷股票) 及,存託憑證之總金額不得低於本基金淨資產價值之60% (含)；且投資於大陸地區掛,牌上市之有價證券不得低於本基金淨資產價值之60% (含)。,,,,,,,,,,,,,,,,富蘭克林華美中國 A股 CNY,2015/08/03,,,,,,,,,FT1801 於20160131換碼為T4515A 。,,
