基金代碼,基金名稱,風險等級,基金組別,股票%,債券%,現金%,其他%,大型%,中型%,小型%,市值(百萬美元),晨星評級
9317,歐義新興市場債券美元,3,全球新興市場債券,0.00000,0.94596,0.05404,0.00000,None,None,None,None,4
9318,歐義新興市場債券歐元,3,全球新興市場債券,0.00000,0.94596,0.05404,0.00000,None,None,None,None,4
9319,歐義銳榮日本債券歐元,2,日圓債券,0.00000,0.97002,0.02998,0.00000,None,None,None,None,2
9320,歐義新興亞洲股票,5,亞洲不包括日本股票,0.99851,0.00005,-0.00337,0.00480,28.35721,4.09426,0.10742,19636.55807,2
9322,歐義中國股票基金,5,中國股票,1.00576,0.00000,-0.00830,0.00255,15.68978,0.00000,0.00000,49804.35013,2
9323,歐義中國股票基金,5,中國股票,1.00576,0.00000,-0.00830,0.00255,15.68978,0.00000,0.00000,49804.35013,2
9324,歐義銳榮金融基金,4,產業股票 - 金融服務,0.99056,0.00000,0.00944,0.00000,32.08456,9.52223,0.00427,41241.67916,3
9325,歐義銳榮金融基金,4,產業股票 - 金融服務,0.99056,0.00000,0.00944,0.00000,32.08456,9.52223,0.00427,41241.67916,3
9326,歐義銳榮歐高收,3,全球高收益債券 - 歐元對沖,0.00000,0.93339,0.06661,0.00000,0.00001,0.00000,0.00000,2193.84681,5
9327,歐義銳榮歐高收,3,全球高收益債券 - 歐元對沖,0.00000,0.93339,0.06661,0.00000,0.00001,0.00000,0.00000,2193.84681,5
9328,歐義銳榮新興市場債券,3,全球新興市場債券,0.00000,0.94596,0.05404,0.00000,None,None,None,None,4
9401,全盛歐洲研究美元A1,4,歐洲大型均衡型股票,0.98648,0.00000,0.01513,-0.00161,28.63729,21.79335,1.84158,21794.97496,4
9403,全盛全球股票美元A1,3,全球大型增長型股票,0.99082,0.00000,-0.00184,0.01101,48.42723,7.72928,0.75741,43049.65770,4
9407,全盛美國價值基金A1,4,美國大型價值型股票,0.99366,0.00000,-0.00002,0.00636,47.43059,4.99692,0.01516,70935.90321,4
9408,全盛全球資產配置美A1,3,美元平衡型股債混合,0.59380,0.34342,0.05965,0.00313,22.81367,3.75369,0.29869,52153.41398,5
9409,全盛新興市場債美元A1,3,全球新興市場債券,0.00000,0.89928,0.09220,0.00852,None,None,None,None,4
9410,全盛新興市場債歐元A1,3,全球新興市場債券,0.00000,0.89928,0.09220,0.00852,None,None,None,None,4
9411,全盛新興市場債美元A2,3,全球新興市場債券,0.00000,0.89928,0.09220,0.00852,None,None,None,None,4
9417,全盛美政府債券美A1,2,美元政府債券,0.00000,0.94795,0.05205,0.00000,None,None,None,None,3
9419,全盛美政府債美配息A2,2,美元政府債券,0.00000,0.94795,0.05205,0.00000,None,None,None,None,3
9420,全盛通貨膨脹債美A1,2,美元通膨連結債券,0.00000,0.98952,-0.00265,0.01313,None,None,None,None,2
9421,全盛通膨債美配息A2,2,美元通膨連結債券,0.00000,0.98952,-0.00265,0.01313,None,None,None,None,2
9425,全盛全球高收益美元配,3,全球高收益債券,0.00007,0.94342,0.03927,0.01724,0.00000,0.00000,0.00000,64.64493,3
9433,全盛高收益基金A1,3,全球高收益債券,0.00007,0.94342,0.03927,0.01724,0.00000,0.00000,0.00000,64.64493,3
9435,全盛全球資產配置歐A1,3,美元平衡型股債混合,0.59380,0.34342,0.05965,0.00313,22.81367,3.75369,0.29869,52153.41398,5
9436,全盛亞太基金A1美元,5,亞太區不包括日本股票,0.98372,0.00000,0.00022,0.01606,27.87678,8.76509,1.63072,24243.45437,3
9437,全盛亞太基金A1歐元,5,亞太區不包括日本股票,0.98372,0.00000,0.00022,0.01606,27.87678,8.76509,1.63072,24243.45437,3
9438,全盛新興市場A1美元,5,全球新興市場股票,0.98421,0.00000,0.01579,0.00000,24.17554,18.57830,4.22588,16388.17942,2
9439,全盛新興市場A1歐元,5,全球新興市場股票,0.98421,0.00000,0.01579,0.00000,24.17554,18.57830,4.22588,16388.17942,2
9441,全盛歐洲小型A1美元,5,歐洲靈活型股票,0.99756,0.00000,0.00244,0.00000,29.96308,48.85751,19.06939,3395.84558,5
9442,全盛歐洲小型A1歐元,5,歐洲靈活型股票,0.99756,0.00000,0.00244,0.00000,29.96308,48.85751,19.06939,3395.84558,5
9444,全盛全球高收益歐元配,3,全球高收益債券,0.00007,0.94342,0.03927,0.01724,0.00000,0.00000,0.00000,64.64493,3
9445,全盛歐洲小型ＡＨ１美,5,歐洲股票 - 貨幣對沖,0.99756,0.00000,0.00244,0.00000,29.96308,48.85751,19.06939,3395.84558,None
9481,全盛新興市債Ｃ１美元,3,全球新興市場債券,0.00000,0.89928,0.09220,0.00852,None,None,None,None,3
9482,全盛新興市債Ｃ２美配,3,全球新興市場債券,0.00000,0.89928,0.09220,0.00852,None,None,None,None,3
9483,全盛全球股票Ｃ１美元,3,全球大型增長型股票,0.99082,0.00000,-0.00184,0.01101,48.42723,7.72928,0.75741,43049.65770,4
9484,全盛全球資產配Ｃ１美,3,美元平衡型股債混合,0.59380,0.34342,0.05965,0.00313,22.81367,3.75369,0.29869,52153.41398,5
9485,全盛全球資產配Ｃ２美,3,美元平衡型股債混合,0.59380,0.34342,0.05965,0.00313,22.81367,3.75369,0.29869,52153.41398,5
9501,匯豐環球投資歐洲股票,4,歐洲大型均衡型股票,0.97636,0.00000,0.02364,0.00000,45.44154,3.88752,0.96457,29757.80346,2
9502,匯豐環球投資印度股票,5,印度股票,0.98186,0.00001,0.01813,0.00000,20.70171,4.43780,4.09471,11427.77511,1
9503,匯豐環球投資泰國股票,5,泰國股票,0.99790,0.00000,0.00210,0.00000,41.14777,4.74404,0.00000,6159.10071,2
9505,匯豐環球債券基金,2,全球債券,0.00000,0.88912,0.10949,0.00139,None,None,None,None,3
9506,匯豐環球美元債券基金,2,美元多元化債券,0.00000,0.83196,0.16804,0.00000,None,None,None,None,3
9507,匯豐環球歐元區股票,4,歐元區大型股票,0.96832,0.00000,0.01971,0.01197,39.35775,13.61236,0.31982,23146.77523,3
9509,匯豐環球投資英國股票,4,英國大型均衡型股票,0.97555,0.00000,0.02445,0.00000,19.69262,25.25490,0.00000,19545.64623,2
9510,匯豐環球新興市場債券,3,全球新興市場債券,0.00000,0.91892,0.08108,0.00000,None,None,None,None,4
9512,匯豐亞太收益增長股票,4,亞太區不包括日本股票,0.98636,0.00000,0.01364,0.00000,22.13082,6.04887,0.00000,25065.72064,4
9513,匯豐環球投資韓國股票,5,韓國股票,0.99945,0.00000,0.00055,0.00000,19.58693,13.34707,0.19956,12029.30778,2
9514,匯豐環球投資巴西股票,5,巴西股票,0.97977,0.00000,0.02023,0.00000,25.83397,11.81922,9.52372,9223.40459,1
9515,匯豐環球投資亞洲股票,5,亞洲不包括日本股票,0.97076,0.00000,0.02924,0.00000,18.35109,3.42982,0.33567,29815.47891,2
9516,匯豐環球新興四國市場,5,金磚四國股票,0.99221,0.00000,0.00779,0.00000,28.65167,3.96351,2.40378,22234.66944,3
9517,匯豐環球投資中國股票,5,中國股票,0.97009,0.01244,0.01746,0.00000,17.45869,0.45551,0.28133,49100.40950,3
9518,匯豐環球投資俄羅斯股,5,俄羅斯股票,0.98873,0.00000,0.01127,0.00000,45.88049,21.59879,8.24402,12921.95175,2
9519,匯豐環球全球股票氣候,4,全球大型均衡型股票,0.98536,0.00000,0.01464,0.00000,34.20544,18.54720,0.00000,38380.62757,2
9520,匯豐新興市場債券AC,3,全球新興市場債券,0.00000,0.91892,0.08108,0.00000,None,None,None,None,4
9521,匯豐新興市場債券AM,3,全球新興市場債券,0.00000,0.91892,0.08108,0.00000,None,None,None,None,3
9522,匯豐新興市場債券澳配,3,其他債券,0.00000,0.91892,0.08108,0.00000,None,None,None,None,None
9523,匯豐高入息債券AC美,3,全球債券 - 靈活策略 - 美元對沖,0.00000,0.94443,0.05450,0.00107,None,None,None,None,5
9524,匯豐高入息債AM美配,3,全球債券 - 靈活策略 - 美元對沖,0.00000,0.94443,0.05450,0.00107,None,None,None,None,5
9525,匯豐高入息債AM澳配,3,其他債券,0.00000,0.94443,0.05450,0.00107,None,None,None,None,None
9526,匯豐環球亞洲小型ＡＣ,5,亞洲不包括日本中小型股票,0.97200,0.00583,0.02217,0.00000,14.18269,30.54288,26.55457,1043.97334,4
9527,匯豐環球亞洲小型ＡＤ,5,亞洲不包括日本中小型股票,0.97200,0.00583,0.02217,0.00000,14.18269,30.54288,26.55457,1043.97334,4
9601,NN(L)銀行保險投資歐,4,產業股票 - 金融服務,0.96798,0.00000,0.01825,0.01377,41.11463,23.23820,0.00000,23093.01317,3
9602,NN(L)銀行保險投資美,4,產業股票 - 金融服務,0.96798,0.00000,0.01825,0.01377,41.11463,23.23820,0.00000,23093.01317,3
9605,NN(L)歐洲新興市場歐,5,新興歐洲股票,0.96113,0.00000,0.03067,0.00821,43.09528,31.23453,4.90686,10267.26767,3
9608,NN(L)歐洲股票投資基,4,歐洲大型均衡型股票,0.98520,0.00000,0.00683,0.00797,35.21557,12.40881,0.57746,27418.58159,3
9612,NN(L)環球高股息美元,3,全球股票收益,0.95554,0.00000,0.03903,0.00543,21.20905,14.74092,0.41612,44136.15978,2
9613,NN(L)原物料投資歐元,4,產業股票 - 工業物料,0.99742,0.00000,0.00741,-0.00484,54.57704,36.96305,0.00000,12828.86572,2
9614,NN(L)原物料投資美元,4,產業股票 - 工業物料,0.99742,0.00000,0.00741,-0.00484,54.57704,36.96305,0.00000,12828.86572,2
9615,NN(L)拉丁美洲投資基,5,拉丁美洲股票,0.99256,0.00000,0.01151,-0.00407,26.25816,5.70919,3.21134,17156.93536,2
9616,NN(L)能源投資基金歐,4,產業股票 - 能源,0.98017,0.00000,0.02643,-0.00660,35.62994,18.24365,0.00000,42383.34712,3
9617,NN(L)能源投資基金美,4,產業股票 - 能源,0.98017,0.00000,0.02643,-0.00660,35.62994,18.24365,0.00000,42383.34712,3
9618,NN(L)環高收歐元對沖,3,全球高收益債券 - 歐元對沖,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,2
9619,NN(L)環高收歐元對配,3,全球高收益債券 - 歐元對沖,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,2
9620,NN(L)全球機會投資,4,全球大型增長型股票,0.97042,0.00000,0.02153,0.00806,19.13037,11.77243,1.00535,53033.52051,2
9621,NN(L)美國高股息投資,4,美國大型價值型股票,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,2
9622,NN(L)環高收美元不配,3,全球高收益債券,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,2
9623,NN(L)環高收美元配息,3,全球高收益債券,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,2
9626,NN(L)歐洲新興市場美,5,新興歐洲股票,0.96113,0.00000,0.03067,0.00821,43.09528,31.23453,4.90686,10267.26767,4
9627,NN(L)亞洲債券美不配,3,亞洲債券,0.00000,0.90146,0.05847,0.04008,None,None,None,None,4
9628,NN(L)亞洲債美元配息,3,亞洲債券,0.00000,0.90146,0.05847,0.04008,None,None,None,None,4
9629,NN(L)新興債美元不配,3,全球新興市場債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,4
9630,NN(L)新興債美元配息,3,全球新興市場債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,4
9631,NN(L)新興債歐元不配,3,全球新興市場債券 - 歐元傾向,0.00000,0.94624,0.03378,0.01998,None,None,None,None,3
9632,NN(L)食品飲料投資美,4,產業股票 - 消費品及服務,0.98033,0.00000,0.01891,0.00076,27.01443,9.38595,2.05700,52356.51063,4
9633,NN(L)食品飲料投資歐,4,產業股票 - 消費品及服務,0.98033,0.00000,0.01891,0.00076,27.01443,9.38595,2.05700,52356.51063,4
9634,NN(L)環高配澳幣月配,3,高收益債券 - 其他對沖,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,None
9635,NN(L)亞債澳幣月配,3,其他債券,0.00000,0.90146,0.05847,0.04008,None,None,None,None,None
9636,NN(L)新興債澳幣月配,3,其他債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,None
9637,NN(L)投資公司債美不,2,美元公司債券,0.00000,0.96051,0.00773,0.03176,None,None,None,None,4
9638,NN(L)投資公司債美配,2,美元公司債券,0.00000,0.96051,0.00773,0.03176,None,None,None,None,4
9639,NN(L)投資公司債澳配,2,其他債券,0.00000,0.96051,0.00773,0.03176,None,None,None,None,None
9641,NN(L)美國高息美元配,4,美國大型價值型股票,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,None
9642,NN(L)美國高息澳幣配,4,美國股票 - 貨幣對沖,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,None
9643,NNL美國高息南非幣配,4,美國股票 - 貨幣對沖,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,None
9644,NN(L)環球高息澳幣配,3,全球股票 - 貨幣對沖,0.95554,0.00000,0.03903,0.00543,21.20905,14.74092,0.41612,44136.15978,None
9645,NN(L)環球高息美元配,3,全球股票收益,0.95554,0.00000,0.03903,0.00543,21.20905,14.74092,0.41612,44136.15978,None
9646,NN(L)興債南非幣月配,3,其他債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,None
9647,NN(L)高收美元對沖配,3,全球高收益債券,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,None
9649,NN(L)歐元高息Ｘ歐配,4,歐元區大型股票,0.95783,0.00000,0.04784,-0.00567,28.54057,8.71494,1.46968,26489.34294,None
9650,NN(L)歐元高息Ｘ美配,4,歐洲股票 - 貨幣對沖,0.95783,0.00000,0.04784,-0.00567,28.54057,8.71494,1.46968,26489.34294,None
9651,NN(L)歐元高息Ｘ澳配,4,歐洲股票 - 貨幣對沖,0.95783,0.00000,0.04784,-0.00567,28.54057,8.71494,1.46968,26489.34294,None
9681,NN(L)亞洲債券Y累,3,亞洲債券,0.00000,0.90146,0.05847,0.04008,None,None,None,None,3
9682,NN(L)亞洲債券Y配,3,亞洲債券,0.00000,0.90146,0.05847,0.04008,None,None,None,None,3
9683,NN(L)環高收Y美累,3,全球高收益債券,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,2
9684,NN(L)環高收Y美配,3,全球高收益債券,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,2
9685,NN(L)環高收Y歐累,3,全球高收益債券 - 歐元對沖,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,1
9686,NN(L)環高收Y歐配,3,全球高收益債券 - 歐元對沖,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,1
9687,NN(L)環高收Y澳配,3,高收益債券 - 其他對沖,0.00310,0.87188,0.09389,0.03113,0.00000,0.00280,0.24043,1108.18948,None
9688,NNL美國高股息Y美,4,美國大型價值型股票,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,1
9689,NN(L)食品飲料Ｙ美元,4,產業股票 - 消費品及服務,0.98033,0.00000,0.01891,0.00076,27.01443,9.38595,2.05700,52356.51063,4
9690,NNL美國高股息Ｙ美配,4,美國大型價值型股票,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,None
9691,NNL美國高股息Ｙ澳配,4,美國股票 - 貨幣對沖,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,None
9692,NNL美國高股息Ｙ南配,4,美國股票 - 貨幣對沖,0.95753,0.00000,0.04169,0.00078,25.76584,15.63980,10.87907,42345.47066,None
9693,NN(L)興債Ｙ美元不配,3,全球新興市場債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,3
9694,NN(L)興債Ｙ歐元不配,3,全球新興市場債券 - 歐元傾向,0.00000,0.94624,0.03378,0.01998,None,None,None,None,2
9695,NN(L)興債Ｙ美元月配,3,全球新興市場債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,3
9696,NN(L)興債Ｙ澳幣月配,3,其他債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,None
9697,NN(L)興債Ｙ南非月配,3,其他債券,0.00000,0.94624,0.03378,0.01998,None,None,None,None,None
9701,NN(L)日本投資基金日,4,日本大型股票,0.98942,0.00000,-0.00118,0.01176,31.40360,28.64791,6.24842,875134.32188,2
9702,NN(L)日本投資基金美,4,日本大型股票,0.98942,0.00000,-0.00118,0.01176,31.40360,28.64791,6.24842,875134.32188,2
9703,NN(L)大中華投資基金,5,大中華股票,0.90887,0.00000,0.06391,0.02722,21.91078,11.00624,0.00000,24907.49148,4
9704,NN(L)亞洲收益Ｘ美元,5,亞洲不包括日本股票,0.89088,0.00000,0.09354,0.01557,13.64464,14.23793,2.06375,19838.32834,2
9705,NN(L)旗艦多元Ｘ歐元,3,歐元平衡型股債混合 - 全球,0.32823,0.58635,0.07711,0.00831,10.90142,7.15189,0.73802,27130.09387,3
9706,NN(L)旗艦多元Ｘ美對,3,美元平衡型股債混合,0.32823,0.58635,0.07711,0.00831,10.90142,7.15189,0.73802,27130.09387,None
9707,NN(L)旗艦多元Ｘ美配,3,美元平衡型股債混合,0.32823,0.58635,0.07711,0.00831,10.90142,7.15189,0.73802,27130.09387,None
9708,NN(L)旗艦多元Ｘ澳配,3,其他股債混合,0.32823,0.58635,0.07711,0.00831,10.90142,7.15189,0.73802,27130.09387,None
9781,NN(L)歐元高息Ｙ歐配,4,歐元區大型股票,0.95783,0.00000,0.04784,-0.00567,28.54057,8.71494,1.46968,26489.34294,None
9782,NN(L)歐元高息Ｙ美配,4,歐洲股票 - 貨幣對沖,0.95783,0.00000,0.04784,-0.00567,28.54057,8.71494,1.46968,26489.34294,None
9783,NN(L)歐元高息Ｙ澳配,4,歐洲股票 - 貨幣對沖,0.95783,0.00000,0.04784,-0.00567,28.54057,8.71494,1.46968,26489.34294,None
9784,NN(L)旗艦多元Ｙ美配,3,美元平衡型股債混合,0.32823,0.58635,0.07711,0.00831,10.90142,7.15189,0.73802,27130.09387,None
9785,NN(L)旗艦多元Ｙ澳配,3,其他股債混合,0.32823,0.58635,0.07711,0.00831,10.90142,7.15189,0.73802,27130.09387,None
9801,安本環球亞太股票基金,4,亞太區不包括日本股票,0.97961,0.00000,0.00624,0.01415,27.49999,1.58980,0.28775,25760.33440,2
9802,安本環球亞洲小型公司,5,亞太區不包括日本股票,0.98271,0.00000,0.01729,0.00000,13.70222,56.96515,24.02420,1178.31678,4
9803,安本環球中國股票基金,4,香港股票,0.94382,0.00000,0.04557,0.01061,27.57065,13.66439,10.33545,9003.97936,2
9804,安本環球新興市場股票,5,全球新興市場股票,0.96959,0.00000,0.02282,0.00759,30.99793,6.68358,0.00000,23056.40846,4
9805,安本新興市場小型公司,5,全球新興市場中小型股票,0.98842,0.00000,0.01129,0.00028,15.98604,53.32186,25.04738,1634.39187,3
9806,安本環球印度股票基金,5,印度股票,0.99382,0.00000,0.00618,0.00000,37.55427,5.76211,0.00000,14441.43931,4
9807,安本環球科技股票基金,4,產業股票 - 科技,0.97834,0.00000,0.02166,0.00000,26.41408,10.48716,4.59339,45554.08387,3
9808,安本環球北美股票基金,4,美國大型增長型股票,0.98449,0.00000,0.01551,0.00000,46.08105,17.52425,2.30098,44418.68740,2
9809,安本環球澳洲股票基金,4,澳洲及紐西蘭股票,0.95105,0.00000,0.04895,0.00000,39.49838,17.46528,0.00000,20732.36913,4
9810,安本環球日本股票基金,4,日本大型股票,0.99556,0.00000,0.00444,0.00000,28.66257,15.02763,0.00000,1920802.21903,5
9811,安本環球英國股票基金,4,英國大型均衡型股票,0.98479,0.00000,0.01521,0.00000,31.90532,32.47301,3.33285,10830.87717,1
9812,安本環球歐洲股票基金,4,歐洲大型均衡型股票,0.98967,0.00000,0.01033,0.00000,32.50836,17.35049,3.22539,24953.54792,2
9814,安本環球世界股票基金,4,全球大型均衡型股票,0.97529,0.00000,0.02471,0.00000,28.18679,4.14666,0.00000,58581.28600,2
9815,安本環球歐元高債歐配,3,歐元高收益債券,0.00000,0.88515,0.06628,0.04856,None,None,None,None,2
9816,安本歐元高債Ａ２歐元,3,歐元高收益債券,0.00000,0.88515,0.06628,0.04856,None,None,None,None,3
9817,安本環球新興市場債配,3,全球新興市場債券,0.00000,0.95587,0.03151,0.01262,None,None,None,None,3
9818,安本環球新興市場債A2,3,全球新興市場債券,0.00000,0.95587,0.03151,0.01262,None,None,None,None,3
9819,安本環球拉丁美洲股票,5,拉丁美洲股票,0.96002,0.00000,0.02474,0.01524,31.38001,16.64249,8.46124,10529.73937,4
9820,安本環球東歐股票歐元,5,新興歐洲股票,0.98417,0.00000,0.01583,0.00000,38.40888,36.16566,15.33563,5696.18927,5
9821,安本歐元高收債美元配,3,高收益債券 - 其他對沖,0.00000,0.88515,0.06628,0.04856,None,None,None,None,None
9822,安本歐元高收債Ａ２美,3,高收益債券 - 其他對沖,0.00000,0.88515,0.06628,0.04856,None,None,None,None,None
9823,安本日本小型Ａ２日圓,4,日本中小型股票,0.96947,0.00000,0.03053,0.00000,15.46454,54.09385,26.00738,177958.36029,3
9824,安本日本小型公司美元,4,日本股票 - 貨幣對沖,0.96947,0.00000,0.03053,0.00000,15.46454,54.09385,26.00738,177958.36029,None
9901,瑞萬通博全球新能源,4,產業股票 - 替代能源,0.93325,0.00000,0.06448,0.00227,26.10366,26.41979,16.23492,9165.42666,4
9903,瑞萬通博中國星股票,5,中國股票,0.99003,0.00000,0.00058,0.00939,27.29931,2.99246,2.52183,26524.67580,4
9904,瑞萬通博新興市場股票,5,全球新興市場股票,0.95451,0.00000,0.04549,0.00000,13.35342,0.00000,0.00000,45476.78414,5
9905,瑞萬新興東歐債配息歐,3,新興歐洲債券,0.00000,0.87952,0.12048,0.00000,None,None,None,None,1
9906,瑞萬通博遠東股票基金,5,亞太區不包括日本股票,0.94103,0.00000,0.05887,0.00011,26.85119,3.53514,1.06577,21397.95720,4
9908,瑞萬全球價值B 類股,4,全球大型增長型股票,0.95538,0.00000,0.04462,0.00000,18.54411,1.84170,1.84792,49591.14086,2
9909,瑞萬新興市場債美不配,3,全球新興市場債券 - 本地貨幣,0.00000,0.79337,0.19766,0.00897,None,None,None,None,3
9910,瑞萬新興市場債美配AM,3,全球新興市場債券 - 本地貨幣,0.00000,0.79337,0.19766,0.00897,None,None,None,None,2
9911,瑞萬新興東歐債配息美,3,新興歐洲債券,0.00000,0.87952,0.12048,0.00000,None,None,None,None,1
9912,瑞萬通博美國價值美元,4,美國大型增長型股票,0.96173,0.00000,0.03827,0.00000,28.63418,9.90152,2.61261,69633.34465,4
A101,法巴百利歐洲小型股票,4,歐洲中型股票,0.95918,0.00000,0.03697,0.00386,3.02246,82.98233,9.91313,3221.92150,5
A102,法巴百利亞洲精選歐元,5,亞洲不包括日本股票,0.98123,0.00000,0.01714,0.00163,23.93328,0.00000,0.98066,23342.33299,3
A103,法巴百利達日本股票,4,日本大型股票,1.00038,0.00000,-0.00038,0.00000,33.52191,24.96103,4.18457,1017478.54824,2
A104,法巴百利達拉丁美洲,5,拉丁美洲股票,0.94508,0.01062,0.03337,0.01092,20.86979,11.57466,7.65569,12121.83218,3
A105,法巴百利達美國增長C,4,美國大型增長型股票,0.93654,0.00000,0.06257,0.00089,26.85251,18.26146,1.90018,61976.23585,4
A106,法巴百利達亞洲債券C,3,亞洲債券,0.00000,0.81302,0.18698,0.00000,None,None,None,None,3
A108,法巴全球新興市不配歐,3,全球新興市場債券 - 歐元傾向,0.00000,0.97428,0.02305,0.00267,None,None,None,None,1
A109,法巴全球新興市年配歐,3,全球新興市場債券 - 歐元傾向,0.00000,0.97428,0.02305,0.00267,None,None,None,None,1
A110,法巴全球新興市美元C,3,全球新興市場債券,0.00000,0.97428,0.02305,0.00267,None,None,None,None,2
A111,法巴全新興債配息美元,3,全球新興市場債券,0.00000,0.97428,0.02305,0.00267,None,None,None,None,2
A112,法巴百利全高收債美不,3,全球高收益債券,0.00000,0.92997,0.03434,0.03569,None,None,None,None,3
A113,法巴百利全高收美年配,3,全球高收益債券,0.00000,0.92997,0.03434,0.03569,None,None,None,None,3
A114,法巴百利達亞太高息C,5,亞太區股票,0.95924,0.00000,0.03361,0.00715,25.90050,9.62888,0.74627,19424.05091,2
A115,法巴百利全原物料Ｃ美,4,產業股票 - 工業物料,0.99156,0.00000,0.00761,0.00083,50.17251,29.89146,2.38700,14780.36616,3
A116,法巴百利優化波動全球,3,全球大型均衡型股票,0.99333,0.00000,0.00193,0.00474,41.69881,26.16697,0.00003,23488.03089,4
A117,法巴百達新興歐洲Ｃ美,5,新興歐洲股票,0.91080,0.00000,0.01257,0.07662,35.18586,34.35928,12.58385,5948.80648,2
A118,法巴百利達俄羅斯Ｃ美,5,俄羅斯股票,0.83078,0.00000,0.08698,0.08224,49.53480,18.73407,7.64931,9482.58183,5
A120,法巴百利健康護理Ｃ美,3,產業股票 - 健康護理,0.98434,0.00000,0.00253,0.01313,16.56712,15.73251,4.03583,40189.56019,3
A121,法巴百利全球能源Ｃ美,4,產業股票 - 能源,0.98377,0.00000,0.01623,0.00000,28.48696,17.04705,2.24864,45632.63868,3
A122,法巴百利全球公用Ｃ美,3,產業股票 - 公用事業,0.98081,0.00000,0.01843,0.00076,52.38909,20.44227,1.55875,21224.81933,4
A123,法巴百利新興市場Ｃ美,5,全球新興市場股票,0.95056,0.00000,0.04304,0.00640,26.79910,15.55977,5.29845,14043.41469,2
A124,法巴百利美元債Ｃ美,3,美元多元化債券,0.00000,1.05036,-0.04590,-0.00446,None,None,None,None,3
A126,法巴新興當地債Ｃ不配,3,全球新興市場債券 - 本地貨幣,0.00000,0.93713,0.06374,-0.00087,None,None,None,None,2
A127,法巴百利達印尼C美,5,印尼股票,0.95682,0.00000,0.04318,0.00000,32.57071,17.08194,0.94519,8409.24921,3
A128,法巴新興當地貨幣月配,3,全球新興市場債券 - 本地貨幣,0.00000,0.93713,0.06374,-0.00087,None,None,None,None,1
A129,法巴百利亞洲債券月配,3,亞洲債券,0.00000,0.81302,0.18698,0.00000,None,None,None,None,3
A130,法巴百利亞洲精選美元,5,亞洲不包括日本股票,0.98123,0.00000,0.01714,0.00163,23.93328,0.00000,0.98066,23342.33299,3
A131,法巴百利全低波動Ｃ歐,3,全球大型均衡型股票,0.99333,0.00000,0.00193,0.00474,41.69881,26.16697,0.00003,23488.03089,4
A133,法巴百利達全球金融股票基金(美元)未商審,4,產業股票 - 金融服務,0.98052,0.00000,0.01948,0.00000,28.83746,6.32565,2.73292,34481.51822,3
A134,法巴百利歐洲高股息歐,4,歐洲股票收益,0.96133,0.00000,0.03822,0.00046,17.29266,3.11862,0.00000,47683.90298,2
A135,法巴百利歐高股息美配,4,歐洲股票 - 貨幣對沖,0.96133,0.00000,0.03822,0.00046,17.29266,3.11862,0.00000,47683.90298,None
A201,荷寶中國股票基金美元,5,中國股票,0.99030,0.00000,0.00970,0.00000,28.72755,0.00000,0.45803,34849.99833,3
A202,荷寶中國股票基金歐元,5,中國股票,0.99030,0.00000,0.00970,0.00000,28.72755,0.00000,0.45803,34849.99833,4
A203,荷寶亞太優越股票美元,5,亞太區股票,0.97328,0.00000,-0.00035,0.02708,34.13733,16.20555,0.98218,11937.38415,4
A204,荷寶亞太優越股票歐元,5,亞太區股票,0.97328,0.00000,-0.00035,0.02708,34.13733,16.20555,0.98218,11937.38415,4
A205,荷寶環球地產股M美,4,房地產 - 全球（間接）,1.04607,0.00000,-0.04607,0.00000,42.46156,41.49107,5.11378,9775.16842,3
A206,荷寶環球地產股D歐,4,房地產 - 全球（間接）,1.04607,0.00000,-0.04607,0.00000,42.46156,41.49107,5.11378,9775.16842,4
